headline,category,source
"Dünya Çevre Günü: BM'den kömür, petrol ve doğal gaz reklamlarına yasak çağrısı",Bilim,BBC Turkce
BM raporu Gazze Şehri'nde kıtlık olduğunu teyit etti,Saglik,BBC Turkce
Neden bebekliğimizi hatırlayamıyoruz?,Bilim,BBC Turkce
Google bize duymak istediklerimizi mi söylüyor?,Teknoloji,BBC Turkce
"BBC'nin TikTok araştırması neleri ortaya çıkardı, şirket suçlamalar için ne diyor?",Teknoloji,BBC Turkce
Mayıs ayı enflasyonu yüzde 75 ile bu yılın en yüksek seviyesine ulaştı,Ekonomi,BBC Turkce
"Getir İngiltere, Almanya, Hollanda ve ABD pazarlarından çekildiğini açıkladı",Teknoloji,BBC Turkce
İstanbul'un müsilaj hikâyesi: 'Korkarım artık çok geç',Bilim,BBC Turkce
Johnson & Johnson'ın bebek pudralarına İngiltere'de dev dava,Saglik,BBC Turkce
Emekli ve memur maaşlarına getirilen zamlar neden eleştiriliyor?,Ekonomi,BBC Turkce
2023 Dünya Hava Kalitesi Raporu: Türkiye'de havası en kirli kentler belli oldu,Bilim,BBC Turkce
Sağlıklı yaşam için ne kadar tuz kullanmalıyız?,Bilim,BBC Turkce
LGS'ye yönelik şaibe iddiaları için MEB ne diyor?,Egitim,BBC Turkce
"Yeşeren ve filizlenen patates, soğan ve sarımsak yenir mi?",Saglik,BBC Turkce
"Görme engelli doğan biri Türk, dört çocuğa İngiltere'de 'hayat değiştiren' gen tedavisi",Saglik,BBC Turkce
"İngiltere Başbakanı Sunak'tan 2023 vizyonu: Enflasyonu düşürmek, hastane bekleme süresini azaltmak, göçmen teknelerini durdurmak",Egitim,BBC Turkce
Dondurma alırken nelere dikkat etmeliyiz?,Saglik,BBC Turkce
"Fenerbahçe'de ara sona erdi, derbi mesaisi başladı!",Spor,Haberturk
"2026'nın en çalkantılı haftasından sonra altın, gümüş ve borsalar haftaya nasıl başladı?",Ekonomi,BBC Turkce
Heard ve McDonald Adaları: Trump'ın gümrük vergileriyle hedef aldığı penguen ve fokların yuvası,Ekonomi,BBC Turkce
Fransa'da başörtüsü nedeniyle okul müdürünün darp ettiğini öne süren öğrenciye iftira davası açılacak,Egitim,BBC Turkce
Yapay zeka hangi mesleklerin yerini alabilir?,Teknoloji,BBC Turkce
Ümit Milli Futbol Takımı kadrosunda değişiklik!,Spor,Haberturk
Sıtma ile mücadelede bir ilk: Genetiği değiştirilmiş sinekler Cibuti'de doğaya salındı,Bilim,BBC Turkce
"Düzenli seks, bedene ve ruha hangi faydaları sağlıyor?",Bilim,BBC Turkce
"Antrenmanda fenalaşan Lucescu, hastaneye kaldırıldı!",Spor,Haberturk
Türkiye’deki kayıtlı Suriyelilerin sayısı neden azalıyor?,Ekonomi,BBC Turkce
Manipüle edilmiş bir görüntü nasıl tespit edilir?,Teknoloji,BBC Turkce
Uber Getir'in teslimat operasyonlarını satın alıyor,Teknoloji,BBC Turkce
"Bursaspor, F.Bahçe Beko'yu uzatmalarda devirdi!",Spor,Haberturk
Kadıköy'de Boğaziçi Üniversitesi'ne rektör atanmasını protesto edenlerin eylemlerine katılan 4 kişi daha tutuklandı,Egitim,BBC Turkce
Erkekler ne sıklıkla seks hakkında düşünüyor?,Saglik,BBC Turkce
Bitcoin'in gerçek mucidinin kim olduğunu öğrenebilecek miyiz?,Ekonomi,BBC Turkce
Çin nüfusu 2 yıldır azalıyor: Uzmanlar düşüşü nasıl yorumluyor?,Ekonomi,BBC Turkce
"Sessiz katil: Sahte içki nasıl anlaşılır, nasıl tedavi edilir?",Saglik,BBC Turkce
"İngiltere’de okullarda ""anti-kapitalizm"" yasağına tepki: ""Ülke totaliter yönetime kayıyor""",Egitim,BBC Turkce
Montella'ya basın toplantısında sulu kutlama!,Spor,Haberturk
LGBTİ+ topluluğu artan nefret söylemi hakkında ne düşünüyor?,Egitim,BBC Turkce
ABD'de 'Köle Ticareti' mesaj grubu kuran öğrencilere disiplin cezası verildi,Egitim,BBC Turkce
Gençler arasında kalp sorunları neden artıyor?,Saglik,BBC Turkce
Fenerbahçe Gönüllüleri Derneği’nde yeni dönem!,Spor,Haberturk
"Discord'a neden erişim engeli getirildi, uygulama neden eleştiriliyor?",Teknoloji,BBC Turkce
"Hangi gıdalar şişkinlik yapar, hangileri giderir?",Saglik,BBC Turkce
Trump'ın politikalarını hayata geçirecek 10 isim,Ekonomi,BBC Turkce
"Twitter, Threads nedeniyle Meta’ya dava açmayı düşünüyor",Teknoloji,BBC Turkce
Bilim insanları antimaddenin gizemini çözmeye bir adım daha yaklaştı,Teknoloji,BBC Turkce
"Merkez Bankası 2026 enflasyon tahminini yükseltti, ekonomistler nasıl yorumluyor?",Ekonomi,BBC Turkce
En meşhur futbol oyunlarına kadın takımları da dahil oluyor,Teknoloji,BBC Turkce
"Sabalenka, Miami Açık'ta şampiyon!",Spor,Haberturk
Demanslı kediler Alzheimer tedavisinin anahtarı olabilir mi?,Saglik,BBC Turkce
Evde sokak ayakkabılarıyla dolaşmak riskli mi?,Saglik,BBC Turkce
"Milli Eğitim Bakanı Özer: Yüz yüze eğitimde maske, mesafe ve hijyen kurallarından taviz vermeyeceğiz",Egitim,BBC Turkce
Yeni silah sistemleri Türkiye'nin savunma doktriniyle ilgili bize ne anlatıyor?,Teknoloji,BBC Turkce
"Daily Telegraph: Yüzlerce öğrenci gözaltında, polis şiddet uygulamakla suçlanıyor",Egitim,BBC Turkce
Horlama ve uyku apnesi ilişkilere nasıl zarar veriyor?,Bilim,BBC Turkce
İlkler Montella'nın işi!,Spor,Haberturk
"Merkez Bankası 8 ay sonra ilk kez faiz artırmadı, Şubat'ta politika faizi yüzde 45'te sabit tutuldu",Ekonomi,BBC Turkce
Okyanusların rengi neden kararıyor?,Bilim,BBC Turkce
Afganistan'da kadınların ve kız çocuklarının hangi kazanımları tehdit altında?,Egitim,BBC Turkce
"TÜİK madde fiyatları neden tartışılıyor, kurum ne diyor?",Ekonomi,BBC Turkce
Faiz indirimi beklentilerin altında kaldı: Ekonomistler nasıl yorumladı?,Ekonomi,BBC Turkce
Dünyanın en iyi ilk 500 üniversitesinde Türkiye'den Çankaya ve Sabancı üniversiteleri var,Egitim,BBC Turkce
"İntihar eden Ukraynalı askerler: 'Onlara kocamı verdim, beni yalnız bıraktılar'",Saglik,BBC Turkce
Mbappe'den Bayern Münih açıklaması!,Spor,Haberturk
Düzce’de deprem yüzünden okullar bir hafta tatil,Egitim,BBC Turkce
"İran'da cumhurbaşkanı seçimi: Reformcu aday Pezeşkiyan, tepkili seçmenleri sandığa çekebilecek mi?",Ekonomi,BBC Turkce
"2025 enflasyonu TÜİK'e göre %30,9 ENAG'a göre %56,1",Ekonomi,BBC Turkce
Şanlıurfa'da bulunan 12 bin yıllık yüz bize ne anlatıyor?,Bilim,BBC Turkce
DeepSeek yapay zeka yarışını nasıl değiştirecek?,Teknoloji,BBC Turkce
"İngiltere'de üniversite eğitimi: Ücretler ne kadar, Türkiye'den ilgi artıyor mu, Mezun Rotası uygulaması nasıl işliyor?",Egitim,BBC Turkce
Baş ağrısına karşı dört öneri,Saglik,BBC Turkce
Eğitimciler bugün başlayacak yüz yüze eğitime geçiş süreci için ne diyor?,Egitim,BBC Turkce
"""Kupada ilerlemek zor ama imkansız değil""",Spor,Haberturk
Duygularınızı kontrol etmek için uzman tavsiyeleri,Saglik,BBC Turkce
Aşktan yana romantik ve keyifli bir dönem başlıyor,Astroloji,Hurriyet
'Bebeğimi öldürdüğümü sandım': Doğum sonrası psikoz nedir?,Saglik,BBC Turkce
İngiltere'de temas-takip uygulanacak ve okullar sonbaharda açılacak,Egitim,BBC Turkce
"Hindistan, Ay'ın güneyine iniş yapan ilk ülke olmaya hazırlanıyor",Teknoloji,BBC Turkce
Orta Asya ülkelerinde Türk şirketlerin İHA ve SİHA’larına ilgi artıyor,Teknoloji,BBC Turkce
UNICEF: Covid kapanmaları hala 400 milyon öğrenciyi etkiliyor,Egitim,BBC Turkce
Boğaziçi akademisyenleri: İki yeni fakülte kararıyla akademik özerklik bir kez daha ihlal edildi,Egitim,BBC Turkce
Öğretmenler Günü neden 24 Kasım'da kutlanıyor?,Egitim,BBC Turkce
"Aşkta daha cesuruz, romantik hayaller kurabiliriz",Astroloji,Hurriyet
Güneş patlamaları neden elektrik kesintilerine yol açıyor?,Bilim,BBC Turkce
Çin'de ekonomiyi canlandırma tedbiri: Eski ev eşyasını getirene indirimli satış,Ekonomi,BBC Turkce
Nöroferritinopati: Vücutlarına hapsolan kız kardeşler için tedavi umudu,Bilim,BBC Turkce
Elon Musk: Yapay zeka insanlığın yok olmasına yol açabilir,Teknoloji,BBC Turkce
Uzayda dokuz ay mahsur kalan astronotlar Dünya'ya döndü,Bilim,BBC Turkce
"Ebubekir Sofuoğlu kimdir, sözlerine kim, nasıl tepki gösterdi?",Egitim,BBC Turkce
Kendi kendilerini tedavi eden goriller yeni ilaçların ipucunu verebilir,Bilim,BBC Turkce
Baypas ameliyatı: Yeni bir araştırmaya göre 'uzay fönü' kalp dokusunu yenileyebiliyor,Bilim,BBC Turkce
AB-MERCOSUR serbest ticaret anlaşması Türkiye'yi nasıl etkileyecek?,Ekonomi,BBC Turkce
Aşkın Kölesi Oluyoruz: Venüs Başak Burcunda,Astroloji,Hurriyet
Aşırı terlemeye karşı neler yapabilirsiniz?,Saglik,BBC Turkce
ABD'li teknoloji devi Nvidia yeni yapay zeka çipini tanıttı,Teknoloji,BBC Turkce
Titan: Titanik’i ziyaret ederken iletişimi kesilen denizaltı hakkında neler biliniyor?,Teknoloji,BBC Turkce
G.Saray tek farkla kazandı!,Spor,Haberturk
Güneydoğu ve Doğu Anadolu'da yeni süreçten ekonomik beklentiler neler?,Ekonomi,BBC Turkce
Çin'de 6 ve 7 yaşındaki öğrencilere yazılı sınav yapılması yasaklandı,Egitim,BBC Turkce
Dünyanın en iyi ilk 500 üniversitesi: Türkiye'den Çankaya Üniversitesi de var,Egitim,BBC Turkce
İnatçı kimyasallarla savaşan bağırsak bakterisi,Saglik,BBC Turkce
Yeni Zelanda: Yurt odasında ölen üniversitelinin cesedi iki ay sonra bulundu,Egitim,BBC Turkce
"Bloomberg: Apple sürücüsüz araç planını iptal etti, yapay zekaya öncelik verecek",Teknoloji,BBC Turkce
Tesla hissedarları Elon Musk'a bir trilyon dolarlık maaş paketini onayladı,Ekonomi,BBC Turkce
"Çin, NATO, AB: Trump'ın yeni döneminde ekonomi ve jeopolitik nasıl şekillenecek?",Ekonomi,BBC Turkce
"'Kadın sünneti' nedir, hangi ülkelerde yaygın, neden durdurulamıyor?",Saglik,BBC Turkce
"Deniz Öncü, kaza yaptığı Dünya Moto2'de 20. oldu!",Spor,Haberturk
Kargo ile yurt dışından alışverişe vergi zammı yürürlükte: Tüketicileri nasıl etkileyecek?,Ekonomi,BBC Turkce
"""Dünya Kupası hepimizin hayaliydi""",Spor,Haberturk
Gen tedavisi: 'Çığır açıcı' yöntemle bir çocuk cihazsız duymaya başladı,Teknoloji,BBC Turkce
Senegal'de öğrencilerin zincirlendiği Kuran okulunun müdürünün hapis cezası ertelendi,Egitim,BBC Turkce
"Merkez Bankası politika faizini %37'de sabit tuttu, ekonomistler nasıl yorumladı?",Ekonomi,BBC Turkce
@ sembolünde saklı üç bin yıllık tarih,Teknoloji,BBC Turkce
Gerçeklerle hayaller arasında sıkışıp kalabiliriz,Astroloji,Hurriyet
"X'i terk eden şirketlerin sayısı artıyor, 20 Ocak için toplu terk çağrısı yapılıyor",Teknoloji,BBC Turkce
Gen tedavisinde bir ilk: Nadir hastalığı olan çocuk nasıl iyileşti?,Saglik,BBC Turkce
Tayland esrarı yeniden yasaklıyor: Bu karar ekonomiyi nasıl etkileyebilir?,Ekonomi,BBC Turkce
"İngiltere’de üniversiteler, İngilizceyi iyi bilmeyen öğrencileri bile kabul ediyor",Egitim,BBC Turkce
Kara deliğin içinde ne var?,Bilim,BBC Turkce
Milli Eğitim Bakanı Ziya Selçuk: Normalleşme beklendiği gibi sürerse okulları 1 Haziran'da açarız,Egitim,BBC Turkce
Kaliteli uykunun sırrı ne?,Bilim,BBC Turkce
Hakan Çalhanoğlu: Yüce Rabbim bizimle!,Spor,Haberturk
"Jet lag nedir, nasıl önlenebilir?Diplomatlar önerilerini paylaşıyor",Saglik,BBC Turkce
"ABD, seçimlere uluslararası gözlemci kabul eden Venezuela'ya yönelik bazı yaptırımları hafifletiyor",Ekonomi,BBC Turkce
Koronavirüs: Ülkelerin okul stratejileri neler?,Egitim,BBC Turkce
Truong My Lan: 44 milyar dolarlık dolandırıcılıktan ölüm cezası alan Vietnamlı milyarder kimdir?,Ekonomi,BBC Turkce
"Öğrenci eylemleri, polis baskınları: ODTÜ'de neler yaşandı?",Egitim,BBC Turkce
"Erdoğan: Banklarda yatanların bir kısmı sözde öğrenci, bunlar Gezi Parkı olayının bir başka versiyonu",Egitim,BBC Turkce
ABD'nin petrol yaptırımları Rusya ve İran üzerinde nasıl bir baskı kuruyor?,Ekonomi,BBC Turkce
Kablosuz kulaklıklar ne kadar güvenli?,Saglik,BBC Turkce
"Bağırsak ve beyin nasıl birlikte çalışır, bu neden önemli?",Saglik,BBC Turkce
"Can Öncü, Portekiz'de 25. oldu!",Spor,Haberturk
"""Dünya Kupası'nı alacağız!""",Spor,Haberturk
Perimenopoz ve menopoz belirtileri beslenmeyle nasıl hafifletilebilir?,Saglik,BBC Turkce
"İnsan beyni neden zamanla küçülüyor, zekamıza ne oluyor?",Bilim,BBC Turkce
Tüketmemiz gereken beş bitkisel besin önerisi,Saglik,BBC Turkce
"B planımız hazır olsun, aksilikler çıkabilir",Astroloji,Hurriyet
Burç yorumlarına neden inanılıyor?,Teknoloji,BBC Turkce
ABD: Elon Musk'ın başında olduğu DOGE'nin Hazine Bakanlığı verilerine erişimi engellendi,Ekonomi,BBC Turkce
TBF ile TEMSA arasında yeni anlaşma!,Spor,Haberturk
Kolesterol için alınan statin ilacı 'düşünüldüğünden çok daha güvenli',Saglik,BBC Turkce
Derin deniz madenciliği yarışı neden hızlandı?,Bilim,BBC Turkce
Beşiktaş GAİN'de sakatlık!,Spor,Haberturk
Ne kadar su içmeliyiz? Fazla ya da az su tüketmenin riskleri neler?,Saglik,BBC Turkce
"Okullarda ÇEDES projesi: Değerler eğitimini neden öğretmenler değil, din görevlileri veriyor?",Egitim,BBC Turkce
Stresli olduğumuzda neden daha fazla yeriz?,Saglik,BBC Turkce
"MEB'de 'cemaat ve tarikat' tartışması: Veli-Der, Bakan Yusuf Tekin hakkında suç duyurusunda bulunacak",Egitim,BBC Turkce
BRICS: Putin ve Erdoğan zirvenin ikinci gününde görüşecek,Ekonomi,BBC Turkce
"Facebook ve Instagram, kötü amaçlı kullanıma karşı yapay zeka görsellerini etiketlemeye başlıyor",Teknoloji,BBC Turkce
Nükleer füzyon: ABD’de bilim insanları ikinci defa enerji üretmeyi başardı,Teknoloji,BBC Turkce
'Hayatımı dünyanın öbür ucunda bir adam kurtardı',Saglik,BBC Turkce
"Arjantin Cumhurbaşkanı Milei, kripto para skandalı nedeniyle yöneltilen yolsuzluk iddialarını redetti",Ekonomi,BBC Turkce
Venedik'i 1600 yıl boyunca su üstünde tutan sistem,Bilim,BBC Turkce
Nükleer füzyon: İngiltere'de yapılan bir deneyde rekor seviyede enerji üretildi,Bilim,BBC Turkce
"FED, politika faizini dört yıl sonra ilk kez düşürdü",Ekonomi,BBC Turkce
İngiltere'de doktorlardan çağrı: Çocukları elektronik sigaralardan koruyun,Bilim,BBC Turkce
İran sandık başında: Parlamento ve Uzmanlar Meclisi seçimlerine katılımın düşük olması bekleniyor,Ekonomi,BBC Turkce
Merkez Bankası Başkanı Fatih Karahan'dan ilk açıklama: Enflasyon hedefine ulaşılana kadar parasal sıkılığı korumakta kararlıyız,Ekonomi,BBC Turkce
"Dürtüsel davranışlardan kaçınalım, temkinli olalım",Astroloji,Hurriyet
WHO: Cinsel organlara yerleşen parazit yeni ülkelere yayılabilir,Saglik,BBC Turkce
Finansal çalkantı ortamında altın gerçekten güvenli liman mı?,Ekonomi,BBC Turkce
Apple'ın piyasa değeri neden 2 günde 200 milyar dolar azaldı?,Teknoloji,BBC Turkce
Türkiye'nin Latin Amerika atağı: Ekonomik ve diplomatik ilişkiler nasıl gelişti?,Ekonomi,BBC Turkce
"Anayasa Mahkemesi, HDP iddianamesini 31 Mart'ta inceleyecek",Egitim,BBC Turkce
DeepSeek'in arkasındaki dahi Liang Wenfeng kim?,Bilim,BBC Turkce
Güney Afrika'da genel seçim: Ülke 30 yıl sonra hala 'ekonomik apartheid' ile mücadele ediyor,Ekonomi,BBC Turkce
'Barınamıyoruz' diyen üniversite öğrencileri anlatıyor: Memleketlerimize geri dönmek zorunda kalabiliriz,Egitim,BBC Turkce
A Milli Takım'ın Kosava maçına İngiliz hakem!,Spor,Haberturk
Türkiye-Kosova maçı özet analizleri,Spor,Haberturk
"Reuters: Kanada, Türkiye’ye İHA parçalarının satışına devam edecek",Teknoloji,BBC Turkce
"Kim Kardashian, avukatlık için gereken ilk sınavı geçti",Egitim,BBC Turkce
"Limerence nedir, aşk neden saplantıya dönüşür?",Saglik,BBC Turkce
Çin'de 'hızlı okuma kursları' öğrencilere dakikada 20 bin kelime okumayı vaat ediyor,Egitim,BBC Turkce
Cleveland Clinic araştırması: 'COVID-19 kalp krizi ve felç riskini üç yıl süreyle iki katına çıkarabilir',Bilim,BBC Turkce
Merkez Bankası politika faizini Temmuz'da yüzde 50'de sabit tuttu,Ekonomi,BBC Turkce
"'Çağımızın hastalığı' hemoroid: Nasıl önleriz, nasıl başa çıkarız?",Saglik,BBC Turkce
Sephora'ya 'çocukları hedefleyen sinsi pazarlama' soruşturması,Ekonomi,BBC Turkce
"Türkiye'nin 'stratejik ortak' olduğu Üç Deniz Girişimi nedir, neden önemli?",Ekonomi,BBC Turkce
Kilo vermek için ani glukoz artışından kaçınma trendi neden mantıklı?,Saglik,BBC Turkce
"""Şanslar kesinlikle yarı yarıya!""",Spor,Haberturk
"Güneş tutulması, Kuzey Amerika'da gündüzü geceye çevirdi",Bilim,BBC Turkce
Doğa Koleji'nde öğretmenler maaş alamadıkları için derslere girmiyor,Egitim,BBC Turkce
Yükseköğretim Kurumları Sınavı'nın ilk oturumu TYT yapıldı,Egitim,BBC Turkce
Afrika'dan beyin göçü: 'Arkadaşlarımın yüzde 90'ı gitmek istiyor',Egitim,BBC Turkce
LGS'de sosyal mesafe nasıl sağlanıyor?,Egitim,BBC Turkce
Cumhurbaşkanı Erdoğan: Üniversiteler marjinal ideolojinin kurtarılmış bölgesi değil,Egitim,BBC Turkce
Sezgilerimiz ve yaratıcılığımız en üst seviyeye çıkabilir,Astroloji,Hurriyet
Mide yanmasına iyi ve kötü gelen yiyecekler neler?,Saglik,BBC Turkce
"Uzaktan, aşamalı, seyreltilmiş eğitim: Okula dönüş takvimi nasıl işleyecek?",Egitim,BBC Turkce
Avrupa Parlamentosu dünyanın ilk yapay zeka yasasını onayladı,Teknoloji,BBC Turkce
Deepfake teknolojisiyle çekilen porno filmler 'hayatları paramparça ediyor',Teknoloji,BBC Turkce
Kosova'ya Cumhurbaşkanlığı Liyakat Madalyası!,Spor,Haberturk
Ukrayna'da veliler ve öğretmenler kaygılı: 'Rusya işgal ettiği bölgelerde okullarda çocuklarımızın beyinlerini yıkayacak',Egitim,BBC Turkce
"Türkiye'de neden daha fazla kadın sezaryen ile doğum yapıyor, uzmanlar ne diyor?",Saglik,BBC Turkce
Güneş Aslan burcunda: Yazın en eğlenceli zamanları başlıyor,Astroloji,Hurriyet
Blinken: ABD ve Çin ikili ilişkilerini sorumlu şekilde yönetmeli,Teknoloji,BBC Turkce
"#Susamam: Şanışer'in 17 şarkıcı ile birlikte çektiği rap klibinde neler var, neden gündeme oturdu?",Egitim,BBC Turkce
"Hazine ve Maliye Bakanı Şimşek: Enflasyonu önümüzdeki yıl sonunda yüzde 36'ya, 2026'da tek haneli seviyelere düşürmeyi hedefliyoruz",Ekonomi,BBC Turkce
"Sırrı Süreyya Önder'in refleksleri azaldı, hayati tehlikesi arttı",Saglik,BBC Turkce
"Türkiye'de okullarda Covid vakaları artıyor mu? MEB, Eğitim-Sen ve TTB ne diyor?",Egitim,BBC Turkce
"Boğaziçi öğrencileri anlatıyor: 'Şarkı türkülerle barışçıl eylemler yapıyoruz, çatışma niyetimiz yok'",Egitim,BBC Turkce
Genç yetişkinlerde kanser vakaları yüzde 79 arttı,Saglik,BBC Turkce
"İran, 700'e yakın kız öğrencinin okula gitmemeleri için zehirlenmesiyle ilgili soruşturma başlattı",Egitim,BBC Turkce
WhatsApp ve diğer mesaj uygulamalarından İngiltere'deki yasa tasarısına tepki: 'Mahremiyetin olağanüstü ihlali',Teknoloji,BBC Turkce
Ton balığında cıva: Zehirli madde seviyesinin kontrollere rağmen hala yüksek olduğu tespit edildi,Bilim,BBC Turkce
Adet düzensizliği: Regl döngüsündeki gecikmelerin 8 muhtemel nedeni,Saglik,BBC Turkce
Unicef'e göre Türkiye'de çocuklar: Covid-19 kalıcı izler bıraktı,Saglik,BBC Turkce
Okullarda telefon kısıtlamaları: 'Veliler önemini anlamalı',Egitim,BBC Turkce
Kılıçdaroğlu’ndan öğretmenlere: ‘Kariyer sınavına girmeyin’,Egitim,BBC Turkce
Texas'ta silahlı saldırı sonucunda 21 kişinin öldüğü okul yıkılacak,Egitim,BBC Turkce
Yapay zeka atıkları azaltmak ve geri dönüşümü artırmak için nasıl kullanılabilir?,Teknoloji,BBC Turkce
Ümit Milliler'in aday kadrosunda değişiklik!,Spor,Haberturk
"Amazon, kullanıcıları zorla Prime’a üye yaptırmakla suçlanıyor",Teknoloji,BBC Turkce
Boğaziçi Üniversitesi'ndeki 'kayyum rektör' protestosunda neler yaşandı?,Egitim,BBC Turkce
İngiltere'de bir erkek öğrenci şort giymesine izin vermeyen okula etekle gitti,Egitim,BBC Turkce
Koronavirüs: Sağlık Bakanlığı okullarda hangi önlemleri tavsiye ediyor?,Egitim,BBC Turkce
"PISA testi sonuçları: Türkiye matematik, fen ve okumada OECD ortalamasının altında",Egitim,BBC Turkce
"Türk sporunda ""yaz güneşi""!",Spor,Haberturk
"Beşiktaş, EuroCup yarı finalinde avantajı kaptı!",Spor,Haberturk
Kader sayısı nasıl hesaplanır? Kader sayısının anlamı,Astroloji,Hurriyet
İnsanlar gerçekten tek eşli mi? En iyi evrimsel strateji bu mu?,Bilim,BBC Turkce
Yeni araştırmalar işlenmiş gıdalar ve erken ölüm riski arasında nasıl bağlantı kuruyor?,Saglik,BBC Turkce
Microsoft'un Windows 10 desteği bugün bitiyor: Windows 11'e nasıl geçebilirsiniz?,Teknoloji,BBC Turkce
Aşırı sıcaklar beynimizi nasıl etkiliyor?,Saglik,BBC Turkce
Kadınlarda teşhircilik ve kumar bağımlılığı gibi yan etkileri olan ilaç hakkında neler biliniyor?,Saglik,BBC Turkce
Neden bazı insanlarda gıda zehirlenmesi daha sık olur?,Saglik,BBC Turkce
"Avrupa Birliği, Çin malı elektrikli arabalara neden vergi artışı getirmeyi planlıyor?",Teknoloji,BBC Turkce
Vision Pro: Apple'ın tanıttığı karma gerçeklik gözlüğünün özellikleri neler?,Teknoloji,BBC Turkce
Sosyal medya 'influencer'ları İsrail-Hamas savaşına dair sahte görüntülerle para kazanıyor,Teknoloji,BBC Turkce
Ölümsüzlük için organ nakli: Şi ve Putin haklı olabilirler mi?,Saglik,BBC Turkce
Twitch: Türkiye'de 35 binden fazla kişiyi etkilediği açıklanan veri sızıntısıyla ilgili neler biliniyor?,Teknoloji,BBC Turkce
Yeterli lif tüketimi için diyetisyenden tavsiyeler,Saglik,BBC Turkce
"Nobel Kimya Ödülü, TV ekranlarında kullanılan kristalleri geliştiren bilim insanlarına verildi",Teknoloji,BBC Turkce
Teknoloji milyarderleri kıyamete mi hazırlanıyor?,Bilim,BBC Turkce
Mars-Uranüs kavuşuyor: Paranıza pulunuza dikkat!,Astroloji,Hurriyet
"KYK'nın Hınıs Kız Yurdu'nda kalan öğrenci: 'Temizlenmeyen tuvaletlerden enfeksiyon kaptım, hastaneye kaldırıldım'",Egitim,BBC Turkce
Ultra işlenmiş gıdalar hangi şartlarda faydalı olabilir?,Saglik,BBC Turkce
Trump ABD dolarının değer kaybetmesini mi istiyor?,Ekonomi,BBC Turkce
Google Kahramanmaraş depremlerinde 10 milyon kişiye uyarı gönderemediğini kabul etti,Teknoloji,BBC Turkce
Yeni bir araştırmaya göre günde 7 bin adım sağlıklı yaşam için yeterli,Saglik,BBC Turkce
İngiltere Veri Koruma Birimi'nden uyarı: Şirketler çalışanlarını izlemek için beyin verilerini kullanabilir,Teknoloji,BBC Turkce
"Hitler'in DNA'sı incelendi: Hangi bulgulara ulaşıldı, neden tartışılıyor?",Bilim,BBC Turkce
Çocuklar neden zamanı yetişkinlerden yavaş algılıyor?,Bilim,BBC Turkce
"Yanlış anlamalar, iptaller, aksilikler...",Astroloji,Hurriyet
Kabe figürlü görsele tepkiler nasıl LGBTİ'lerin hedef alınmasına dönüştü?,Egitim,BBC Turkce
Mars'ın kayalıklarının derinliklerinde sıvı su rezervuarı bulundu,Bilim,BBC Turkce
Çin'de okulların açıldığı gün ilkokulda bıçaklı saldırı: Sekiz çocuk öldü,Egitim,BBC Turkce
"Türkiye'den göçüp ABD'de genç girişimci olmak: 'Güzel bir hayal gibiydi, geriye bakınca inanılmaz geliyor'",Teknoloji,BBC Turkce
Starbucks’ın yeni CEO’sunun evden işe özel jet ile gidecek olması tartışma yarattı,Ekonomi,BBC Turkce
Çocukları abur cuburdan nasıl uzak tutabiliriz?,Saglik,BBC Turkce
Güneş'in kutup fotoğrafları Dünya için neden önemli?,Bilim,BBC Turkce
'Genetik hayaletler' araştırması Covid'in kaynağının yaban hayvanları olduğunu buldu,Bilim,BBC Turkce
"Çilek, domates, turunçgiller: Aft riskini artıran sürpriz besinler",Saglik,BBC Turkce
Antarktika'da 65 yıl sonra bulunan kemikler,Bilim,BBC Turkce
Koç burcunda venüsyen yeni ay: Kontrol eden kaybeder,Astroloji,Hurriyet
"Hindistan, Ay'a insansız uzay aracı gönderdi: Hedef Güney Kutbu'nun keşfi",Teknoloji,BBC Turkce
Hindistan ve Pakistan: Askeri olarak kim daha üstün?,Teknoloji,BBC Turkce
"Kahve içmek, demir ve kalsiyumun bağırsaktaki emilimini engelliyor mu?",Saglik,BBC Turkce
Arda Güler: Allah bize nasip etti!,Spor,Haberturk
Evcil hayvanlarınız bağışıklık sisteminizi nasıl güçlendirebilir?,Saglik,BBC Turkce
AIDS'te yeni tedavi umudu: HIV'i hücreden ayırma denemesi başarılı oldu,Bilim,BBC Turkce
Kopya çekmesinler diye öğrencilerin başına koli geçirildi,Egitim,BBC Turkce
İnsanlar Dünya'nın ne kadar derinine inebildi?,Bilim,BBC Turkce
Sizi iyi hissettireceği kanıtlanmış beş farklı egzersiz,Saglik,BBC Turkce
Lamine Yamal'ın bonservisi nasıl 460 milyon dolar olarak belirlenebildi?,Ekonomi,BBC Turkce
Yabani şempanzeler ilk defa 'ilk yardım' yaparken görüntülendi,Bilim,BBC Turkce
"Yeni işe başlamayın, her duyduğunuza inanmayın",Astroloji,Hurriyet
Küçük insancıklar görmeye yol açan mantarın gizemi,Saglik,BBC Turkce
'Türkiye'de toplumun yalnızca yüzde 30'u normal kiloda',Saglik,BBC Turkce
ABD'de mahkeme Google'ın uygulama mağazasını rakiplerine açmasına hükmetti,Teknoloji,BBC Turkce
"Tinder, Hollanda'da neden 'ulusal güvenlik tehdidi' olarak görülüyor?",Teknoloji,BBC Turkce
Zayıflama ilaçlarını bırakınca ne oluyor?,Bilim,BBC Turkce
